id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
9255850,Comfy Studio in Sydney's South,5200952,Marina,,Sutherland Shire,-34.0151,151.07057,Entire home/apt,107,90,0,,,2,226,0,PID-STRA-65373
9303672,Simon & Kristin Griffith,48299089,Simon,,Ku-Ring-Gai,-33.72009,151.11456,Entire home/apt,150,90,0,,,1,365,0,
9314553,Beachside Apartment Dee Why,25864520,Bede,,Warringah,-33.75232,151.29613,Entire home/apt,143,90,47,2020-04-03,0.45,1,90,0,
9315724,"Stylish, Modern Retreat in Central Sydney with Car Space",46491167,Robyn,,Sydney,-33.8748702,151.227217,Entire home/apt,169,4,245,2024-05-19,2.38,2,148,34,PID-STRA-6442-4
9322790,Beachfront ideal for family gathering upto 12,24211030,Ali,,Pittwater,-33.69795,151.3079,Entire home/apt,1600,5,99,2023-01-08,0.98,2,102,0,PID-STRA-5838
9323120,Stunning apartment on Turimetta Beach,24211030,Ali,,Pittwater,-33.70146,151.30753,Entire home/apt,300,3,20,2024-02-17,0.19,2,170,6,PID-STRA-5838
9333756,Elvina Bay Retreat - Pittwater,41878074,Mick,,Pittwater,-33.63899,151.27916,Private room,120,90,29,2021-02-26,0.31,2,358,0,
9336254,Private stylish studio with ensuite,8316804,Karen,,Manly,-33.79048,151.27685,Entire home/apt,120,2,133,2024-01-14,1.36,1,108,18,PID-STRA-7855
9338070,Suburbian Oasis - 6 Minutes Drive to Bondi Beach,48464899,Oi,,Woollahra,-33.86974,151.27513,Entire home/apt,135,90,102,2021-05-23,0.98,4,90,0,
9352316,ULTRA MODERN CoogeeBeachfrontApartmentw/Parking,48538672,Steve,,Randwick,-33.9194,151.25765,Entire home/apt,129,4,622,2024-05-30,5.95,3,269,64,Exempt
9356412,Bright and airy haven by the beach,19655823,Antonia,,Waverley,-33.89111,151.26497,Private room,79,90,2,2016-01-28,0.02,1,143,0,
9369170,"large room,city view,fresh air.....",32803646,Ez,,Lane Cove,-33.82074,151.17806,Private room,53,90,2,2017-03-04,0.02,6,365,0,
9369875,Modern Resort Like Home,24640438,Heidi,,Manly,-33.79563,151.24209,Entire home/apt,980,5,10,2024-01-05,0.11,1,339,1,PID-STRA-29480
9371491,"Manly Beach 80m to beach, and Corso",30073559,Rob,,Manly,-33.79412,151.28591,Private room,,90,0,,,6,365,0,
9372962,Experience Manly like a Local!,17141563,Opal,,Manly,-33.78735,151.28156,Entire home/apt,,2,8,2024-01-07,0.11,1,0,2,PID-STRA-53657
9376988,Family Beach House🌴,11196275,Emma,,Pittwater,-33.6291,151.33376,Entire home/apt,850,7,12,2021-04-07,0.12,1,171,0,PID-STRA-19545
9413057,Surry Hills - Large Terrace Home - Close to CBD,48805137,Bj,,Sydney,-33.88725,151.21491,Entire home/apt,345,2,363,2024-05-23,3.49,1,278,48,PID-STRA-3159
9420360,Cosy Timber Studio -The Boathouse- Scotland Island,47954838,Roland & Sonia,,Pittwater,-33.64135,151.29492,Entire home/apt,410,3,67,2024-02-24,0.66,1,362,5,PID-STRA-2881
9452840,Sydney central and quiet apartment,48982323,Clement,,Sydney,-33.89014,151.20492,Entire home/apt,202,90,4,2020-02-29,0.04,1,176,0,
9452970,'Sea Bed' - refreshing & private,27746221,Justine,,Pittwater,-33.64504,151.32087,Private room,174,1,187,2024-05-12,1.80,1,83,23,PID-STRA-16572
9475599,Funky House in Summer Hill,35819254,Suze,,Ashfield,-33.88629,151.13569,Private room,75,90,59,2019-02-02,0.57,1,365,0,PID-STRA-20588
9479274,Quiet Sun Filled Flat Just Steps from Bondi Beach,2662178,Jamie,,Waverley,-33.8894,151.26913,Entire home/apt,211,4,84,2024-05-21,0.81,3,57,25,PID-STRA-6180-1
9494426,Family Fun at the Beach,37561117,Melinda,,Pittwater,-33.62824,151.33028,Entire home/apt,1500,7,20,2024-04-01,0.22,1,364,4,PID-STRA-22662
9496810,Bondi's Best Kept Secret - Fun space-hear the surf,49222553,Marina,,Waverley,-33.89249,151.27263,Entire home/apt,330,3,203,2024-05-13,1.98,1,237,29,PID-STRA-5738
9497576,Manly Beach- 80 metres to the water,30073559,Rob,,Manly,-33.79397,151.28533,Entire home/apt,,90,0,,,6,365,0,
9497746,"Seabreeze, free parking permit",33265192,Lyn,,Manly,-33.79397,151.28228,Entire home/apt,130,5,89,2024-04-20,0.86,1,39,10,PID-STRA-42870
9514731,New Charming Bedrooms for Rent,45512186,Meesha,,Botany Bay,-33.94808,151.22867,Private room,78,1,33,2024-05-09,0.32,6,168,11,PID-STRA-17714
9515341,Self-Contained Flat with seaviews,49303784,Neil,,Randwick,-33.92922,151.25799,Entire home/apt,250,5,24,2024-05-26,0.23,1,157,10,PID-STRA-1495
9532851,A Walk To Sydney City From Surry Hills 1 Br apt,11923922,MaisonNets,,Sydney,-33.88968,151.21098,Entire home/apt,204,2,172,2024-04-05,1.65,1,247,23,PID-STRA-10098
9533906,Awardwinning DesignerHouse in Paddo near Bondi+CBD,75806583,Justine,,Woollahra,-33.88721,151.23167,Entire home/apt,600,3,58,2024-04-16,0.56,1,36,10,PID-STRA-25321
9537183,Renovated 1 Bedroom Garden Studio,49400279,Tracey,,Marrickville,-33.9095,151.14674,Entire home/apt,110,3,90,2024-03-18,0.87,1,91,14,PID-STRA-8120-2
9537762,6 Bedroom Mansion in convenient location,49402421,Elizabeth,,Randwick,-33.91001,151.23919,Entire home/apt,3000,90,1,2016-10-10,0.01,1,362,0,PID-STRA-66037
9553298,The Cronulla Garden Studio,12488457,Janet,,Sutherland Shire,-34.06357,151.15109,Entire home/apt,150,2,166,2024-05-08,1.61,1,275,15,PID-STRA-3633-1
9563497,Modern Beachside Family Apartment - Freshwater,8095367,Tracy,,Warringah,-33.78082,151.28617,Entire home/apt,400,2,25,2024-04-03,0.46,1,327,5,PID-STRA-8638
9566883,Hideout - Free standing Private Studio,49529860,Ernest,,Parramatta,-33.78908,151.05161,Entire home/apt,52,90,80,2024-02-01,0.77,1,175,2,
9579599,Modern Spacious Garden Apartment,49590099,Lorna,,Ku-Ring-Gai,-33.76332,151.14016,Entire home/apt,198,7,95,2024-06-01,0.94,1,69,12,PID-STRA-9278
9593309,Annandale Garden Studio,49652765,Helen,,Leichhardt,-33.88298652243847,151.16750658168723,Entire home/apt,189,2,10,2024-03-13,0.80,1,158,8,PID-STRA-51335
9597872,Tranquil Hillside Apartment in the Heart of Manly,19439282,Monika,,Manly,-33.79775,151.2831,Entire home/apt,250,5,8,2024-01-05,0.08,1,156,2,PID-STRA-54808
9599285,Sydney Haven - private sanctuary - 15 mins to CBD,47971243,Rosalie,,Leichhardt,-33.8625,151.17256,Entire home/apt,285,1,114,2024-04-21,1.11,1,33,23,PID-STRA-11700
9602676,"Haven within 5 min walk to Metro, shops & offices",49693964,Fred,,The Hills Shire,-33.73632,150.96403,Entire home/apt,400,2,11,2024-04-05,0.77,6,123,8,PID-STRA-48215
9612902,1921 15kms from Syd CBD w mineral Pool Spa parking,36900518,Heidi,,City Of Kogarah,-33.97586,151.12349,Entire home/apt,1750,90,51,2020-11-10,0.50,1,91,0,
9615165,Stylish parkside retreat,16026854,Tracey McArdle Exclusive Properties,,Randwick,-33.90568,151.23849,Entire home/apt,230,5,14,2023-12-02,0.46,49,76,2,PID-STRA-19470
9617945,"Quiet, secure, own bathroom,balcony",49743612,Jeannie,,North Sydney,-33.83715,151.21296,Private room,90,90,117,2020-03-11,1.15,1,180,0,
9634655,Mini Denmark - North Balgowlah - Near Manly,9250200,Ulla,,Warringah,-33.79077,151.25007,Entire home/apt,188,90,54,2024-02-14,0.55,1,225,1,PID-STRA-45370
9634683,Absolute waterfront home Sydney,9363850,Sara,,Canada Bay,-33.84405,151.14499,Entire home/apt,235,7,57,2024-05-11,0.57,3,306,14,PID-STRA-38751
9634963,"Bright, modern Bayside apartment",49828258,Kylie,,City Of Kogarah,-33.98471,151.12541,Entire home/apt,200,90,121,2021-02-17,1.16,2,271,0,
9652771,"Coogee rooftop studio, ocean views",6748812,Benjamin,,Randwick,-33.92211,151.24884,Entire home/apt,232,90,0,,,1,363,0,
9654068,Randwick NSW - Centennial Park,49906915,Georgina,,Randwick,-33.90819,151.23548,Private room,85,90,10,2019-06-29,0.10,1,144,0,
9669025,Beautiful  inner city terrace,5152107,Deborah,,Sydney,-33.86938,151.19309,Entire home/apt,320,90,7,2019-01-04,0.07,1,362,0,
9669251,Beachfront apartment & private terrace; 1,46979232,Dan & Robert,,Warringah,-33.72213,151.29894,Entire home/apt,270,3,40,2024-03-09,0.39,11,285,3,PID-STRA-8541
9670114,Self Contained Private Studio,23552214,Masou,,Sydney,-33.91315,151.20383,Entire home/apt,145,4,216,2024-05-02,2.08,1,161,15,PID-STRA-36203
9670287,Newport-Bungan Beach House Room,30073559,Rob,,Pittwater,-33.66637,151.31793,Private room,154,90,0,,,6,365,0,
9685901,Ocean View Apartment Close to Balmoral Beach,9637935,Drew,,Mosman,-33.8289794921875,151.25270080566406,Entire home/apt,340,3,124,2024-05-26,1.22,1,126,24,PID-STRA-5920
9685977,Darling Harbour Getaway,50031773,Sandra,,Sydney,-33.870739,151.198029,Entire home/apt,734,3,116,2024-05-19,2.07,1,247,38,PID-STRA-1756
9697067,Cute beach pad 5mins from the sea,2579329,Johann,,Waverley,-33.89233,151.26983,Private room,200,90,2,2016-03-05,0.02,1,363,0,
9698646,Waterside luxury room with a view,19029797,Claire,,Sydney,-33.868600955733335,151.19014273333465,Private room,150,3,103,2024-04-14,1.00,1,66,11,PID-STRA-49670
9702491,Comfort and Great location!,4352187,Sunny,,Ashfield,-33.88688,151.12483,Private room,82,90,9,2019-01-02,0.09,1,365,0,
9716970,Newly Renovated Bedrooms,45512186,Meesha,,Botany Bay,-33.94991,151.229,Private room,85,1,29,2024-01-09,0.28,6,334,7,PID-STRA-17714
9717866,★ Funky Surry Hills Warehouse by ★ Sydney Dreams ★,19817625,Sydney Dreams,,Sydney,-33.878124148774006,151.21210611301132,Entire home/apt,238,2,181,2024-05-26,1.76,1,203,10,PID-STRA-6242
9718405,"Luxurious home, Seaforth near Manly NSW",50156330,Nicky,,Manly,-33.78773,151.24129,Entire home/apt,464,5,10,2024-01-01,0.10,1,129,2,PID-STRA-43356
9719084,Light-filled Elizabeth Bay flat close to CBD,13979005,Cath,,Sydney,-33.87384,151.22685,Entire home/apt,160,5,40,2024-03-21,0.46,1,22,7,PID-STRA-12842
9723636,BONDI BEACH !! AMAZING ROOM!! HAPPY,31121920,Christian,,Waverley,-33.89194,151.26965,Private room,98,2,112,2024-05-19,1.09,1,74,13,PID-STRA-58116
9741063,1.5 Bed Bellevue Hill Garden Unit,50257667,Fabio,,Woollahra,-33.88546,151.25867,Entire home/apt,300,90,0,,,1,365,0,
9742459,Double Room - Bondi Junction,50262952,Rory,,Waverley,-33.89397,151.25194,Private room,120,90,0,,,1,365,0,
9745877,Modern home in leafy Glebe,50225846,James,,Sydney,-33.87733,151.18838,Private room,100,90,0,,,1,365,0,
9757081,Steps to  beach - open to longer terms,4430429,Kirsten,,Waverley,-33.89144,151.27362,Entire home/apt,395,5,14,2023-12-31,0.71,1,205,5,PID-STRA-38540
9757839,Curly Beach Retreat,11030697,Tanya,,Warringah,-33.76261,151.29478,Entire home/apt,450,90,1,2020-01-27,0.02,1,358,0,PID-STRA-8647
9773853,Comfortable unit close to the beach,49433791,Raquel,,Warringah,-33.75175,151.29217,Entire home/apt,80,90,7,2021-12-17,0.07,1,239,0,PID-STRA-9192
9779029,"Lovely, clean, comfortable room.",50248423,S,,Marrickville,-33.90086,151.13757,Private room,66,90,3,2019-03-15,0.05,2,129,0,
9779233,"Lovely, clean, quiet room and house",50248423,S,,Marrickville,-33.89961,151.13805,Private room,60,90,25,2022-09-03,0.24,2,91,0,PID-STRA-31742
9784408,1BR Oversized Garden Apt Close to Beach w/ Parking,5359197,Julie,,Waverley,-33.88675,151.27079,Entire home/apt,,2,10,2024-05-07,0.57,1,0,9,PID-STRA-45466
9795780,Balcony Sunrise's,50481769,Sea,,Randwick,-33.91819,151.26016,Entire home/apt,543,90,1,2015-12-31,0.01,1,365,0,
9796844,Bright & Breezy at McMahons Point w/ Harbour Views,185783910,Annie,,North Sydney,-33.84744,151.20436,Entire home/apt,137,4,105,2024-04-10,1.04,52,40,18,PID-STRA-17083-4
9801139,Balmoral Beach escape,50504612,Simon,,Mosman,-33.82672,151.25125,Entire home/apt,311,2,145,2024-06-09,1.53,1,258,29,PID-STRA-3358
9811542,"bedroom in terrace in central,  location",50544524,Mike,,Sydney,-33.89463,151.21528,Private room,70,3,82,2024-05-10,0.80,1,65,34,PID-STRA-45396
9812847,Family house near beach,44582235,Alison,,Warringah,-33.772,151.28621,Entire home/apt,350,90,15,2023-01-07,0.17,1,195,0,PID-STRA-28956
9816151,EXCLUSIVE SYDNEY CITY HERITAGE APARTMENT,50565626,Livia,,Sydney,-33.86341,151.20784,Entire home/apt,177,1,412,2024-05-23,4.01,1,175,51,PID-STRA-23459-6
9817858,"Luxury Pool Villa, self contained- 200m to train.",29407671,Eva,,Ku-Ring-Gai,-33.78304,151.17995,Entire home/apt,150,2,133,2024-04-29,1.32,2,317,15,PID-STRA-25913
9827731,Resort Style Apt with Harbour Views,50617145,Jenny,,Sydney,-33.87514,151.22754,Entire home/apt,156,1,346,2024-05-17,3.38,2,299,90,PID-STRA-11765
9828963,Sydney Harbor Water front unit - McMahons Point,50623291,Toni-Gai,,North Sydney,-33.84601,151.20525,Entire home/apt,221,2,76,2024-06-01,0.75,1,60,18,PID-STRA-62460
9830174,2 Level Skyhome Near Beach/Hospital,7631161,Kate,,Randwick,-33.92039,151.24163,Entire home/apt,,90,167,2024-06-05,1.62,2,43,12,PID-STRA-34313
9832917,Luxury Private Garden Apartment BondiBeach+parking,14608495,David,,Waverley,-33.89334,151.26854,Entire home/apt,190,12,24,2024-04-03,0.99,1,33,7,PID-STRA-35828
9850285,house旁的独立屋/单间,50713152,Zheng,,The Hills Shire,-33.76104,150.99836,Private room,69,90,0,,,1,363,0,
9850645,"Overlooking the lake, Idler's Hill North Narrabeen",4825043,Tara,,Pittwater,-33.70675,151.28815,Entire home/apt,501,2,113,2024-04-01,2.31,1,21,16,PID-STRA-9929
9870561,"Manly center, private room w/shower",50796707,Trish,,Manly,-33.79712,151.28736,Private room,290,90,0,,,1,365,0,
9907311,Bright and sunny beach side 2 bed,6313254,Casey,,Manly,-33.80073,151.28961,Entire home/apt,343,5,7,2024-03-30,0.07,1,112,4,PID-STRA-45176
9908068,Private room in Newtown,29716820,Shane,,Marrickville,-33.89492,151.17999,Private room,80,90,210,2023-03-27,2.04,5,365,0,
9909606,"Light filled, airy large bedroom",4097695,Brooke,,Sydney,-33.87447301768091,151.1820506963136,Private room,150,2,17,2024-03-02,0.17,1,337,8,PID-STRA-49179
9910698,studio Ensuite/balcon/ParramattaCBD,27815153,Laura,,Parramatta,-33.81862,151.0027,Private room,96,90,7,2019-11-18,0.07,1,364,0,
9911617,"Turrella house 静街3房出租,小房100每周",50963947,Calvin,,Rockdale,-33.93224,151.14163,Private room,30,90,0,,,1,78,0,
9928520,Urban Sanctuary on Holt,2450066,Hotelesque,,Sydney,-33.88587,151.20924,Entire home/apt,162,21,24,2023-11-27,0.24,100,170,8,PID-STRA-21062
9928529,Beautiful Large Room with Ensuite,4528986,Harold,,Ku-Ring-Gai,-33.73172,151.11898,Private room,95,3,475,2024-06-09,4.63,1,270,26,PID-STRA-19500
9936406,The MascoT Home - Bedroom 3,42980452,Raghib,,Botany Bay,-33.93035,151.20376,Private room,50,90,2,2016-01-15,0.02,3,0,0,
9942320,Sunny spacious One bedder in center St Leonards,51096070,Peace,,Willoughby,-33.82136,151.19344,Entire home/apt,124,90,17,2024-04-30,0.26,1,364,2,PID-STRA-10756
9943048,"Private Studio- Own Entrance, 200m to Train Stn",29407671,Eva,,Ku-Ring-Gai,-33.7833,151.17938,Entire home/apt,120,1,134,2024-05-28,1.30,2,351,11,PID-STRA-25913
9944097,North Manly Bungalow,10973014,Meg,,Warringah,-33.78151,151.27696,Entire home/apt,143,90,134,2019-11-08,1.32,1,41,0,
9945151,Narrabeen Luxury Beachpad,47920983,Francine,,Warringah,-33.70532,151.29914,Entire home/apt,259,2,151,2024-05-19,1.47,1,320,12,PID-STRA-28763
9958784,Manly Beach - 20 steps to the ocean and Bower cafe,3393100,Fergus,,Manly,-33.80201,151.29404,Entire home/apt,550,3,24,2024-04-10,0.25,1,42,7,PID-STRA-45995
9962200,One room + own bathroom,51193176,Rami,,Sydney,-33.90486,151.20908,Private room,80,90,0,,,1,365,0,
9965002,Sydney City 1 bedroom Apartment 🚘 FREE Parking,51206743,Annie,,Sydney,-33.87547,151.20565,Entire home/apt,181,1,527,2024-05-21,5.12,4,204,83,PID-STRA-22695
9976320,Avalon Comfortable Garden Apartment,21058066,Sue And Brett,,Pittwater,-33.62762,151.31849,Entire home/apt,180,2,248,2024-05-26,2.41,1,212,17,PID-STRA-3004-2
9978026,"inner city nice and quiet area,",51272430,Lily,,Burwood,-33.87952,151.11552,Private room,152,90,0,,,1,365,0,
9981712,Funky Surry Hills apartment Sydney,30464231,Julia,,Sydney,-33.88785,151.2148,Entire home/apt,307,2,165,2024-04-25,1.61,1,242,16,PID-STRA-53404
9996324,Cowanwaters - Waterfront house,10309076,Malcolm,,Hornsby,-33.61669,151.20393,Entire home/apt,1100,2,22,2024-01-12,0.22,1,102,3,PID-STRA-3520
10002333,Resort style 3BR Haven and new swimming pool,51296305,Hayley,,Warringah,-33.73888156864903,151.2718058089219,Entire home/apt,491,2,6,2024-05-19,1.55,1,21,6,PID-STRA-61254
10024520,Bondi Designer Studio Apartment,10244117,Lauren,,Waverley,-33.89072036743164,151.2737579345703,Entire home/apt,120,90,136,2024-02-27,1.32,9,41,5,PID-STRA-29871
10040803,Palm Garden Villa/Apt -Tropical Oasis at Cronulla,49907639,Karen,,Sutherland Shire,-34.04502,151.15464,Entire home/apt,160,3,72,2024-01-04,0.70,1,38,2,PID-STRA-296
10042868,The Beach Pad Bondi Beach,2450066,Hotelesque,,Waverley,-33.88838,151.27528,Entire home/apt,194,5,33,2024-04-17,0.49,100,152,15,PID-STRA-18061
10045915,❤️Renovated Art Deco Studio Apartment,51560910,Michael,,Sydney,-33.8738,151.22583,Entire home/apt,120,2,341,2024-05-11,3.31,1,26,41,PID-STRA-12508-4
10047072,My City Cocoon,22088680,Darryl,,Sydney,-33.87575,151.21884,Entire home/apt,386,5,103,2024-05-25,1.00,1,167,19,PID-STRA-58740
10048949,Private Beach House near Mona Vale Beach,12938704,Gillian,,Pittwater,-33.67856,151.31146,Entire home/apt,374,2,209,2024-05-07,2.04,2,269,28,PID-STRA-3212
10060426,Willoughby heritage home,51626735,Mary,,Willoughby,-33.79459,151.20053,Entire home/apt,250,90,32,2023-09-30,1.59,1,313,7,PID-STRA-40995
10074639,Pamper yourself. You deserve it.,17264354,David,,Pittwater,-33.65483,151.32286,Entire home/apt,230,2,207,2024-05-31,2.02,1,306,27,PID-STRA-4147-1
10087759,Great bedroom in Rockdale,35444171,Lucas,,Rockdale,-33.95548,151.1387,Private room,90,90,0,,,1,365,0,
10102438,'A Touch of Paradise',32038929,Katie,,Pittwater,-33.62552,151.3171,Entire home/apt,300,90,146,2021-07-08,1.42,1,179,0,PID-STRA-42539
10103161,Bondi hideaway! Close to beaches and shops!,16362176,Mathew,,Waverley,-33.89461,151.26448,Private room,120,1,138,2024-05-16,1.37,1,193,36,PID-STRA-26723
10105225,COZY APARTMENT coogee beach front 2,48538672,Steve,,Randwick,-33.91961,151.25775,Entire home/apt,167,4,482,2024-06-01,4.73,3,314,44,Exempt
10108272,Large room with a balcony,35908146,Dynn,,Sydney,-33.89091,151.1953,Private room,100,90,0,,,1,180,0,
10108388,Sydney Hyde Park City Apartment,16187044,Desireé,,Sydney,-33.87581003203177,151.2132599475977,Entire home/apt,230,3,233,2024-06-06,2.41,1,219,34,Exempt
10124185,Bondi Beach clean/quite/sunny,4931920,Leo,,Waverley,-33.88756,151.27715,Private room,280,90,0,,,1,365,0,
10136190,"Sunny clean Bondi Beach+Parking,",12651866,Josephine,,Waverley,-33.8919,151.27179,Entire home/apt,300,3,90,2024-04-17,0.89,1,309,12,PID-STRA-3952-1
10155331,Collaroy Beach Private room,30127964,Fernando,,Warringah,-33.73056,151.30042,Private room,90,90,1,2017-02-07,0.01,1,365,0,
10168999,Peaceful with Amazing City Views.,52206550,Xiggy,,Canada Bay,-33.82533,151.088,Entire home/apt,,90,13,2017-04-16,0.13,1,365,0,
10169255,Family beach home,26774506,Ian,,Warringah,-33.77133,151.29009,Entire home/apt,,5,2,2016-04-25,0.02,1,58,0,PID-STRA-65117
10175699,"Large, spacious, sunny duplex, walk to beach",33175541,Paul,,Warringah,-33.7635,151.29432,Entire home/apt,125,28,0,,,1,91,0,PID-STRA-65866
10182761,Small single room in older house,50183566,Petra,,Randwick,-33.90484,151.24964,Private room,57,1,233,2024-03-26,2.27,3,96,25,PID-STRA-26626
10203241,3room Waterview terrace at harbour bridge the rock,52418078,Gina,,Sydney,-33.86213,151.20549,Entire home/apt,433,2,320,2024-01-01,3.11,1,119,10,PID-STRA-14756
10213499,Tranquil studio opp. Narrabeen Lake,634664,Tracy,,Warringah,-33.71247,151.29781,Entire home/apt,189,2,67,2024-05-31,0.66,1,250,7,PID-STRA-63735
10216485,Songs on Milson: Eco Retreat with Stunning Views,52496968,Song,,Hornsby,-33.51519,151.17697,Entire home/apt,480,2,29,2024-02-10,0.68,1,180,4,PID-STRA-9546
10229965,Noosa Gone South,31616519,Sandra,,Penrith,-33.7768,150.67983,Entire home/apt,185,90,209,2023-04-17,2.06,1,129,0,PID-STRA-14208
10232781,"Luxurious resort-style living with pool, Sydney",27076366,Paul,,Lane Cove,-33.81086,151.14996,Entire home/apt,629,2,24,2024-01-02,0.24,1,13,2,PID-STRA-54127
10233426,Room for rent Kurraba Point NSW,52591516,Susan,,North Sydney,-33.84387,151.22281,Private room,90,2,43,2024-05-19,3.51,1,266,42,PID-STRA-52726
10237028,N Narrabeen Flat ❈ Own Entrance ❈ 2.5 km to beach,37098642,Travis & Shauna,,Pittwater,-33.69958,151.28786,Entire home/apt,115,3,103,2024-05-11,1.00,3,180,8,PID-STRA-1462
10252660,Executive Penthouse Living,2450066,Hotelesque,,Woollahra,-33.88353,151.22541,Entire home/apt,,89,24,2024-03-04,0.36,100,93,5,PID-STRA-21038
10273575,Executive Coastal Living,2450066,Hotelesque,,Randwick,-33.92634,151.25563,Entire home/apt,240,5,16,2024-01-19,0.18,100,136,6,PID-STRA-18763
10285865,Palazzo Palermo Italian Forum,23088731,Nives And Perry,,Leichhardt,-33.88601,151.15645,Entire home/apt,301,3,103,2024-05-18,1.01,1,295,16,PID-STRA-1454-1
10288914,舒适独立干净阳光房，静街，近车站商场，方便出入，友善房东。,48145264,Jane,,Burwood,-33.88074,151.10772,Private room,,90,14,2021-04-04,0.15,1,71,0,
10299148,Small Standard Studio Room,42440269,Wila,,Leichhardt,-33.88761,151.15915,Entire home/apt,132,1,78,2024-06-05,0.76,8,182,8,Exempt
10301601,Comfy room very close to airport & city.,11883141,June,,Rockdale,-33.93239,151.14745,Private room,59,3,135,2024-05-01,1.33,1,124,19,PID-STRA-19314
10302621,Comfortable & pet friendly fully furnished home,53008104,Michele,,Rockdale,-33.93986,151.15017,Entire home/apt,,4,268,2024-03-31,2.62,2,0,29,PID-STRA-4675-1
10318389,Stunning family home,53092882,Sunny,,North Sydney,-33.83285,151.22748,Private room,122,1,40,2024-05-12,0.45,1,186,24,PID-STRA-51351
10320098,Beachside Guest Room,14708045,Shane,,Randwick,-33.94573,151.25448,Private room,94,2,184,2024-06-09,1.80,1,288,63,Exempt
10328088,Small & cosy gem,52146481,Sam,,Campbelltown,-34.08851,150.8072,Entire home/apt,210,2,0,,,1,271,0,PID-STRA-57020
10371800,Lovely Lilyfield,37385465,Miranda,,Leichhardt,-33.87652,151.16549,Entire home/apt,132,2,168,2024-05-27,1.68,2,137,54,PID-STRA-18198-2
10373363,Stunning Tropical Beach House,53396153,Phoebe,,Randwick,-33.91134,151.26149,Entire home/apt,660,4,3,2024-02-25,0.35,1,48,3,PID-STRA-44063
10373909,Urban Loft-Style Apartment Newtown!,17496925,Marti,,Sydney,-33.89289009998649,151.18169729775457,Entire home/apt,243,10,44,2024-04-21,0.43,1,336,2,PID-STRA-59451
10375506,The Mascot Home - Bedroom 2,42980452,Raghib,,Botany Bay,-33.9308,151.2015,Private room,55,90,0,,,3,86,0,
10388137,"Breathtaking views, treetop seclusion",1106757,Kerry,,Waverley,-33.89579,151.2704,Entire home/apt,,3,53,2024-04-14,0.54,2,9,21,PID-STRA-39257
10391965,charming room for relaxing,53502676,Thi,,Bankstown,-33.91394,151.02858,Private room,75,90,0,,,1,365,0,
10392092,"NEW Modern, light filled, self-contained apartment",53503584,Chey,,Warringah,-33.7652,151.25041,Entire home/apt,150,1,87,2024-05-28,1.22,1,342,20,PID-STRA-25849
10415658,New Furnished Rooms at Eastgardens,53641149,ShaSha,,Botany Bay,-33.94927,151.22835,Private room,65,90,6,2017-12-18,0.06,3,358,0,
10416452,Fully Renovated Bedroom Eastgardens,53641149,ShaSha,,Botany Bay,-33.94959,151.22895,Private room,65,90,26,2021-04-05,0.25,3,1,0,
10416730,Lovely Furnished Room @ Eastgardens,53641149,ShaSha,,Botany Bay,-33.94946,151.23079,Private room,68,90,8,2023-07-17,0.08,3,365,1,
10423504,Bondi Beach Dreaming 3-Bed House Pet Friendly,5760128,Sophie,,Waverley,-33.887626884272215,151.27427049802012,Entire home/apt,,5,172,2024-04-12,1.69,1,0,5,PID-STRA-34880
10435109,The Shed,53751735,Col & Sandra,,Warringah,-33.75254,151.28177,Entire home/apt,105,5,165,2024-06-02,2.36,1,44,21,PID-STRA-7236
10436442,靠近Parramatta的园林别墅，舒适宽敞，交通便捷，房东友善,53759664,Shuang,,The Hills Shire,-33.77867,151.02543,Private room,42,90,2,2017-07-08,0.02,1,41,0,
10456538,Darlington Terrace House,53874311,Daniel,,Sydney,-33.88869,151.1936,Private room,90,1,176,2024-05-17,1.73,2,246,42,PID-STRA-9959
10459851,Cozy 2 BR in Heart of Surry Hills,32034318,Jordan And Isabelle,,Sydney,-33.88718,151.21561,Entire home/apt,180,90,273,2021-01-09,2.68,1,361,0,
10478915,"Luxury apartment, minutes to beach",14905791,Maureen,,Randwick,-33.92575,151.25446,Entire home/apt,500,7,27,2023-09-30,0.27,1,0,1,PID-STRA-6465
10482767,Luxury Terrace strictly for females only bookings,1531283,Ceila,,Sydney,-33.88627,151.2124,Private room,99,2,70,2024-06-02,0.69,1,40,31,PID-STRA-19156
10497704,A quiet haven between two villages with bathroom,37006544,Fiona,,Leichhardt,-33.85541,151.17125,Private room,110,2,163,2024-03-14,1.60,1,159,15,PID-STRA-56611
10497925,Cronulla Beach Break,54119890,Veronica,,Sutherland Shire,-34.05113,151.15478,Entire home/apt,250,2,248,2024-03-04,2.43,1,40,23,PID-STRA-8479-9
10501918,An Air Of Elegance In Paddington,2450066,Hotelesque,,Sydney,-33.88421,151.22054,Entire home/apt,345,5,65,2024-03-29,0.65,100,134,18,PID-STRA-21043
10505961,Chic Sun drenched 1 bed Apartment,15955136,Adam,,Warringah,-33.78377,151.26952,Entire home/apt,125,3,78,2023-09-05,0.77,1,64,2,PID-STRA-66966
10521342,Quiet beach house on Coogee - Bondi scenic walk,11947101,Sophie,,Randwick,-33.91782,151.25928,Entire home/apt,501,4,24,2023-10-31,0.23,2,263,1,PID-STRA-14974
